10,300
10,100
10,100
10,100
10,200
10,100
10,100
10,200
10,100
10,100
100,500
100,400
100,300
100,300
100,300
100,300
100,300
100,400
100,300
100,300
200,500
200,600
200,500
200,600
200,500
200,500
200,500
200,500
200,500
200,600
300,800
300,800
300,700
300,700
300,800
300,800
300,800
300,700
300,800
300,700
400,1000
400,1000
400,1000
400,1000
400,1000
400,1000
400,1000
400,900
400,1100
400,1200
500,1200
500,1200
500,1200
500,1200
500,1100
500,1200
500,1200
500,1200
500,1200
500,1200
500,1400
10,100
10,100
10,200
10,100
10,100
10,100
